,Primacy Agency,PWSID,PWS Name,Reported System Size,Service Lines,1. Service lines that contain any lead pipe,2. Service lines that do not contain any lead pipe but have lead connectors,3a. Service lines that contain galvanized pipe and were previously downstream from a lead source,3b. Service lines that contain galvanized pipe that have never been downstream from any lead source,4a. Service lines that do not contain any lead pipe or galvanized pipe and that do not have lead connectors,4b. Service lines for which the material makeup of the service line and of the connector are not known,Not reported,Total,COUNTY_FIPS,STATE_FIPS,FIPS
210,AR,AR0000658,GILLHAM REGIONAL WATER DIST,Medium,6,0,0.0,0,0,0.0,0,6,6,000,05,05000
211,AR,AR0000674,RIVERSOUTH RURAL WATER DIST,Medium,1730,0,0.0,5,0,250.0,1475,0,1730,000,05,05000
212,AR,AR0000675,CARROLL-BOONE WATER DISTRICT,Medium,14,0,0.0,0,0,0.0,0,14,14,000,05,05000
213,AR,AR0000697,NE YELL COUNTY WATER ASSOC,Medium,3126,0,0.0,0,0,0.0,3126,0,3126,000,05,05000
214,AR,AR0000738,GRAND PRAIRIE REGIONAL WATER,Medium,5988,0,0.0,0,0,5988.0,0,0,5988,000,05,05000
215,AR,AR0000770,MARION COUNTY REG WATER DIST,Medium,7,0,0.0,0,0,0.0,0,7,7,000,05,05000
216,AR,AR0000773,MILLTOWN-WASHBURN WATER USERS,Medium,3240,0,0.0,0,0,1620.0,1620,0,3240,000,05,05000
217,AR,AR0000782,TRI-COUNTY WATER DISTBR DIST,Medium,7502,0,0.0,0,0,0.0,0,7502,7502,000,05,05000
218,AR,AR0000805,NASHVILLE RURAL WATER AUTHORITY,Medium,2700,0,0.0,0,0,2700.0,0,0,2700,000,05,05000
219,AR,AR0000821,KIMZEY REGIONAL WATER DISTRICT,Medium,5050,0,0.0,0,0,5000.0,50,0,5050,000,05,05000
220,AR,AR0000951,MONTGOMERY CO REGIONAL PWA,Medium,2,0,0.0,0,0,0.0,0,2,2,000,05,05000
221,AR,AR0001076,LONOKE WHITE PUBLIC WATER AUTHORITY,Large,14,0,0.0,0,0,0.0,0,14,14,001,05,05001
222,AR,ART001045,CAMP KARLTON KEMP,Small,1,0,0.0,0,0,0.0,1,0,1,001,05,05001
223,AS,AS9710601,Onenoa Village Water System,Small,12,0,0.0,0,0,12.0,0,0,12,710,,
224,AS,AS9711948,Central ASG,Medium,9876,0,0.0,0,0,9876.0,0,0,9876,711,,
225,AS,AS9721042,Fagalii Village Water System,Small,48,0,0.0,0,0,48.0,0,0,48,721,,
226,AZ,AZ0402014,DOUGLAS CITY OF,Medium,6240,0,0.0,0,1560,4680.0,0,0,6240,402,04,04402
227,AZ,AZ0403008,FLAGSTAFF CITY OF,Medium,38667,0,0.0,0,0,34500.0,4167,0,38667,403,04,04403
228,AZ,AZ0403017,PAGE CITY OF,Medium,3145,0,0.0,0,0,3145.0,0,0,3145,403,04,04403
229,AZ,AZ0403311,RAYMOND SCOUT CAMP,Small,40,0,0.0,0,0,0.0,0,40,40,403,04,04403
230,AZ,AZ0406003,MORENCI WATER ELEC CO MAIN,Medium,1661,0,0.0,0,0,1661.0,0,0,1661,406,04,04406
231,AZ,AZ0407016,CAVE CREEK WATER COMPANY,Medium,2671,0,0.0,0,0,0.0,0,2671,2671,407,04,04407
232,AZ,AZ0407017,EPCOR WATER - CHAPARRAL CITY,Medium,14172,0,0.0,0,0,14172.0,0,0,14172,407,04,04407
233,AZ,AZ0407025,PHOENIX CITY OF,Large,455768,0,0.0,0,0,224719.0,231049,0,455768,407,04,04407
234,AZ,AZ0407026,DESERT HILLS WATER,Medium,1730,0,0.0,0,0,0.0,0,1730,1730,407,04,04407
235,AZ,AZ0407046,LIBERTY WATER LPSCO,Large,20600,0,0.0,0,0,20490.0,110,0,20600,407,04,04407
236,AZ,AZ0407065,ROSE VALLEY WATER COMPANY,Medium,2395,0,0.0,0,0,2395.0,0,0,2395,407,04,04407
237,AZ,AZ0407090,CHANDLER CITY OF,Large,85456,0,0.0,0,0,65735.0,19721,0,85456,407,04,04407
238,AZ,AZ0407092,GILBERT â€“ TOWN OF,Large,88757,0,0.0,0,0,70388.0,18369,0,88757,407,04,04407
239,AZ,AZ0407093,GLENDALE CITY OF,Large,69001,0,0.0,0,0,0.0,0,69001,69001,407,04,04407
240,AZ,AZ0407095,MESA CITY OF,Large,160777,0,0.0,0,0,160777.0,0,0,160777,407,04,04407
241,AZ,AZ0407096,PEORIA CITY OF,Large,75389,0,0.0,0,2,71618.0,3769,0,75389,407,04,04407
242,AZ,AZ0407098,SCOTTSDALE CITY OF,Large,92281,0,0.0,0,3800,87398.0,1083,0,92281,407,04,04407
243,AZ,AZ0407099,EPCOR WATER - SUN CITY,Medium,25248,0,0.0,0,0,25248.0,0,0,25248,407,04,04407
244,AZ,AZ0407100,TEMPE CITY OF,Large,44121,0,0.0,0,0,0.0,44121,0,44121,407,04,04407
245,AZ,AZ0407150,EPCOR WATER - SUN CITY WEST,Medium,15626,0,0.0,0,0,15626.0,0,0,15626,407,04,04407
246,AZ,AZ0407500,SURPRISE CITY OF - MOUNTAIN VISTA,Large,18770,0,0.0,0,0,18770.0,0,0,18770,407,04,04407
247,AZ,AZ0407504,EPCOR WATER - ANTHEM,Medium,9157,0,0.0,0,0,9157.0,0,0,9157,407,04,04407
248,AZ,AZ0407695,EPCOR WATER - AGUA FRIA,Large,46950,0,0.0,0,0,0.0,0,46950,46950,407,04,04407
249,AZ,AZ0408001,OATMAN WATER COMPANY,Small,140,0,0.0,0,0,0.0,0,140,140,408,04,04408
250,AZ,AZ0408015,EPCOR WATER - LAKE HAVASU,Medium,2033,0,0.0,0,0,2033.0,0,0,2033,408,04,04408
251,AZ,AZ0408018,KATHERINE RESORTS LANDING,Small,44,0,0.0,0,0,0.0,0,44,44,408,04,04408
252,AZ,AZ0408022,LAKE HAVASU CITY OF,Medium,33000,0,0.0,0,0,33000.0,0,0,33000,408,04,04408
253,AZ,AZ0408026,HAVASU HEIGHTS DWID,Small,210,0,0.0,0,0,0.0,0,210,210,408,04,04408
254,AZ,AZ0408037,Bullhead City Water System,Small,74,0,0.0,0,0,0.0,0,74,74,408,04,04408
255,AZ,AZ0408046,LAGOON ESTATES WC UNIT 2,Small,40,0,0.0,0,0,0.0,0,40,40,408,04,04408
256,AZ,AZ0408059,MT TIPTON WATER COMPANY,Small,737,0,0.0,0,0,0.0,0,737,737,408,04,04408
257,AZ,AZ0409003,ARIZONA WATER CO - LAKESIDE,Medium,4356,0,0.0,0,0,2300.0,2056,0,4356,409,04,04409
258,AZ,AZ0410004,COMMUNITY WC OF GREEN VALLEY,Medium,13050,0,0.0,0,0,12800.0,250,0,13050,410,04,04410
259,AZ,AZ0410112,TUCSON CITY OF,Large,248001,0,0.0,0,0,186001.0,62000,0,248001,410,04,04410
260,AZ,AZ0410164,ORO VALLEY WATER UTILITY,Medium,20888,0,0.0,0,0,20888.0,0,0,20888,410,04,04410
261,AZ,AZ0411039,APACHE JUNCTION WATER DISTRICT,Medium,3800,0,3800.0,0,0,0.0,0,0,3800,411,04,04411
262,AZ,AZ0411128,EPCOR - San Tan Water District,Medium,31370,0,0.0,0,0,31370.0,0,0,31370,411,04,04411
263,AZ,AZ0413045,PRESCOTT CITY OF,Medium,25600,0,250.0,1350,5000,14000.0,5000,0,25600,413,04,04413
264,AZ,AZ0413048,TOWN OF PRESCOTT VALLEY,Medium,22505,0,0.0,0,0,19489.0,3016,0,22505,413,04,04413
265,AZ,AZ0414004,FAR WEST WATER & SEWER INC,Medium,18804,0,0.0,0,0,18804.0,0,0,18804,414,04,04414
266,AZ,AZ0414024,YUMA CITY OF,Large,33331,0,0.0,0,0,0.0,0,33331,33331,414,04,04414
267,AZ,AZ0420423,UNIVERSITY OF ARIZONA,Medium,96,0,0.0,0,0,96.0,0,0,96,420,04,04420
268,CA,CA0110001,ALAMEDA COUNTY WATER DISTRICT,Large,84730,0,0.0,0,0,84730.0,0,0,84730,110,06,06110
269,CA,CA0110005,East Bay Municipal Water District,Large,386000,0,2380.0,0,0,383447.0,173,0,386000,110,06,06110
270,CA,CA0110006,CITY OF HAYWARD,Large,36081,0,0.0,0,0,36081.0,0,0,36081,110,06,06110
271,CA,CA0110010,ZONE 7 WATER AGENCY,Large,13,0,0.0,0,0,13.0,0,0,13,110,06,06110
272,CA,CA0400070,BUTTE-GLENN COMMUNITY COLLEGE DIST,Medium,35,0,0.0,0,0,0.0,0,35,35,400,06,06400
273,CA,CA0410002,CAL-WATER SERVICE CO.-CHICO,Large,28910,0,0.0,0,0,28910.0,0,0,28910,410,06,06410
274,CA,CA0410007,PARADISE IRRIGATION DISTRICT,Medium,2369,0,0.0,0,0,2369.0,0,0,2369,410,06,06410
275,CA,CA0510016,CCWD - EBBETTS PASS,Medium,5981,0,0.0,0,100,5881.0,0,0,5981,510,06,06510
276,CA,CA0600050,CALTRANS-MAXWELL RESTSTOPS,Medium,2,0,0.0,0,0,2.0,0,0,2,600,06,06600
277,CA,CA0710001,CITY OF ANTIOCH,Large,33315,0,0.0,0,0,33315.0,0,0,33315,710,06,06710
278,CA,CA0710003,CONTRA COSTA WATER DISTRICT,Large,60334,0,0.0,0,0,60334.0,0,0,60334,710,06,06710
279,CA,CA0710006,CITY OF MARTINEZ,Medium,9945,0,0.0,0,22,9923.0,0,0,9945,710,06,06710
280,CA,CA0710010,RANDALL-BOLD WATER TREATMENT PLANT,Large,3,0,0.0,0,0,0.0,0,3,3,710,06,06710
281,CA,CA0910001,EL DORADO ID - MAIN,Large,41226,0,0.0,61,0,41165.0,0,0,41226,910,06,06910
282,CA,CA1000315,CLAY JOINT ELEMENTARY SCHOOL,Small,5,0,0.0,0,0,0.0,0,5,5,000,06,06000
283,CA,CA1010001,BAKMAN WATER COMPANY,Medium,2542,0,0.0,0,0,2542.0,0,0,2542,010,06,06010
284,CA,CA1010003,CITY OF CLOVIS,Large,36341,0,0.0,0,5600,30741.0,0,0,36341,010,06,06010
285,CA,CA1010007,CITY OF FRESNO,Large,142639,0,0.0,0,3294,139345.0,0,0,142639,010,06,06010
286,CA,CA1010339,CALIFORNIA STATE UNIVERSITY FRESNO,Medium,159,0,0.0,0,0,84.0,75,0,159,010,06,06010
287,CA,CA1210013,HUMBOLDT BAY MWD,Large,206,0,0.0,0,0,206.0,0,0,206,210,06,06210
288,CA,CA1310800,CALIPATRIA STATE PRISON,Medium,996,0,0.0,0,0,996.0,0,0,996,310,06,06310
289,CA,CA1503341,TEJON CASTAC WD - I5 & LAVAL RD,Medium,114,0,0.0,0,0,114.0,0,0,114,503,06,06503
290,CA,CA1510003,CWS - BAKERSFIELD,Large,63149,0,0.0,0,0,63149.0,0,0,63149,510,06,06510
291,CA,CA1510031,"BAKERSFIELD, CITY OF",Large,48523,0,0.0,0,4,48519.0,0,0,48523,510,06,06510
292,CA,CA1510040,KERN COUNTY WATER AGENCY,Large,24,0,0.0,0,0,24.0,0,0,24,510,06,06510
293,CA,CA1510053,ANTELOPE VALLEY E KERN WTR AGY-ROSAMOND,Medium,15,0,0.0,0,0,15.0,0,0,15,510,06,06510
294,CA,CA1510055,CWS - NORTH GARDEN,Medium,8195,0,0.0,0,0,8195.0,0,0,8195,510,06,06510
295,CA,CA1600023,AZCAL MANAGEMENT CO,Small,21,0,0.0,0,0,0.0,0,21,21,600,06,06600
296,CA,CA1700519,CRESCENT BAY IMPROVEMENT COMPANY,Small,24,0,0.0,0,24,0.0,0,0,24,700,06,06700
297,CA,CA1700568,HARBOR VIEW MUTUAL WATER COMPANY,Small,246,0,0.0,0,0,0.0,246,0,246,700,06,06700
298,CA,CA1700581,CACHE CREEK MOBILE HOME PARK,Small,45,0,0.0,0,0,45.0,0,0,45,700,06,06700
299,CA,CA1700584,WESTWIND MOBILE HOME PARK,Small,42,0,0.0,0,0,42.0,0,0,42,700,06,06700
300,CA,CA1710005,LUCERNE WATER CO. - CAL WATER SERVICE,Small,1225,0,0.0,0,0,0.0,1225,0,1225,710,06,06710
301,CA,CA1710018,LAKE COUNTY CSA 2 - SPRING VALLEY,Small,479,0,0.0,0,0,0.0,479,0,479,710,06,06710
302,CA,CA1910001,CITY OF ALHAMBRA,Medium,17498,0,0.0,0,0,17498.0,0,0,17498,910,06,06910
303,CA,CA1910007,AZUSA LIGHT AND WATER,Large,23590,0,0.0,0,9360,14230.0,0,0,23590,910,06,06910
304,CA,CA1910009,VALLEY COUNTY WATER DIST.,Large,12673,0,0.0,0,8000,4673.0,0,0,12673,910,06,06910
305,CA,CA1910013,BELLFLOWER - SOMERSET MWC,Medium,6937,0,0.0,0,6937,0.0,0,0,6937,910,06,06910
306,CA,CA1910017,SANTA CLARITA VALLEY W.A.-SANTA CLARITA,Large,32179,0,0.0,0,0,32179.0,0,0,32179,910,06,06910
307,CA,CA1910018,BELLFLOWER MUNICIPAL WATER SYSTEM,Medium,1826,0,0.0,0,0,1826.0,0,0,1826,910,06,06910
308,CA,CA1910021,LIBERTY UTILITIES - COMPTON,Medium,8315,0,0.0,0,529,7786.0,0,0,8315,910,06,06910
309,CA,CA1910033,CALIFORNIA WATER SERVICE CO. - DOMINGUEZ,Large,32996,0,0.0,0,0,32996.0,0,0,32996,910,06,06910
310,CA,CA1910034,"DOWNEY - CITY, WATER DEPT.",Large,23482,0,0.0,0,1899,21583.0,0,0,23482,910,06,06910
311,CA,CA1910036,CALIFORNIA WATER SERVICE CO. - ELA,Large,24371,0,0.0,0,0,24371.0,0,0,24371,910,06,06910
312,CA,CA1910039,SAN GABRIEL VALLEY WATER CO.-EL MONTE,Large,46346,0,0.0,0,7082,39264.0,0,0,46346,910,06,06910
313,CA,CA1910041,THREE VALLEYS MWD,Medium,15,0,0.0,0,0,15.0,0,0,15,910,06,06910
314,CA,CA1910043,"GLENDALE-CITY, WATER DEPT.",Large,34120,0,0.0,0,0,34120.0,0,0,34120,910,06,06910
315,CA,CA1910045,ANTELOPE VALLEY-EAST KERN WATER AGENCY,Large,155,0,0.0,0,0,155.0,0,0,155,910,06,06910
316,CA,CA1910048,SANTA CLARITA VALLEY W.A.-IMPORTED DIVIS,Large,26,0,0.0,0,0,26.0,0,0,26,910,06,06910
317,CA,CA1910060,LA PUENTE VALLEY CWD,Large,2506,0,0.0,0,0,2506.0,0,0,2506,910,06,06910
318,CA,CA1910065,"LONG BEACH-CITY, WATER DEPT.",Large,91664,0,11.0,0,0,91653.0,0,0,91664,910,06,06910
319,CA,CA1910067,"LOS ANGELES-CITY, DEPT. OF WATER & POWER",Large,736219,0,0.0,0,18037,718182.0,0,0,736219,910,06,06910
320,CA,CA1910070,"LOS ANGELES CWWD 40,REG 4 & 34-LANCASTER",Large,50583,0,0.0,0,0,0.0,50583,0,50583,910,06,06910
321,CA,CA1910083,"MANHATTAN BEACH-CITY, WATER DEPT.",Medium,13433,0,0.0,0,0,13433.0,0,0,13433,910,06,06910
322,CA,CA1910087,METROPOLITAN WATER DIST. OF SO. CAL.,Large,308,0,0.0,0,0,308.0,0,0,308,910,06,06910
323,CA,CA1910102,PALMDALE WATER DIST.,Large,26797,0,0.0,0,0,26797.0,0,0,26797,910,06,06910
324,CA,CA1910124,"PASADENA-CITY, WATER DEPT.",Large,36448,0,0.0,0,522,35926.0,0,0,36448,910,06,06910
325,CA,CA1910126,"POMONA - CITY, WATER DEPT.",Large,32000,0,0.0,0,7968,24032.0,0,0,32000,910,06,06910
326,CA,CA1910128,COVINA IRRIGATING CO.,Large,12,0,0.0,0,0,0.0,0,12,12,910,06,06910
327,CA,CA1910142,GSWC-SAN DIMAS,Medium,16455,0,0.0,0,0,14728.0,1727,0,16455,910,06,06910
328,CA,CA1910144,SAN GABRIEL COUNTY WD,Medium,9264,0,0.0,0,5906,0.0,3358,0,9264,910,06,06910
329,CA,CA1910155,GSWC - SOUTHWEST,Large,54826,0,0.0,0,3522,51304.0,0,0,54826,910,06,06910
330,CA,CA1910173,"WHITTIER-CITY, WATER DEPT.",Medium,11368,0,0.0,0,0,11368.0,0,0,11368,910,06,06910
331,CA,CA1910179,"BURBANK-CITY, WATER DEPT.",Large,26953,0,0.0,0,10,26943.0,0,0,26953,910,06,06910
332,CA,CA1910194,ROWLAND WATER DISTRICT,Medium,13807,0,0.0,0,0,13807.0,0,0,13807,910,06,06910
333,CA,CA1910199,CALIFORNIA DOMESTIC WATER COMPANY,Large,21,0,0.0,0,0,21.0,0,0,21,910,06,06910
334,CA,CA1910205,SUBURBAN WATER SYSTEMS-SAN JOSE,Large,39991,0,0.0,0,198,39793.0,0,0,39991,910,06,06910
335,CA,CA1910213,TORRANCE-CITY - WATER DEPT.,Large,26226,0,0.0,0,0,0.0,0,26226,26226,910,06,06910
336,CA,CA1910218,LA HABRA HEIGHTS CWD,Large,1994,0,0.0,0,165,1829.0,0,0,1994,910,06,06910
337,CA,CA1910234,WALNUT VALLEY WATER DISTRICT,Medium,27106,0,0.0,0,0,27106.0,0,0,27106,910,06,06910
338,CA,CA1910239,"LAKEWOOD - CITY, WATER DEPT.",Medium,20041,0,0.0,0,4376,15665.0,0,0,20041,910,06,06910
339,CA,CA1910240,SANTA CLARITA VALLEY W.A.-VALENCIA DIVIS,Medium,30184,0,0.0,0,0,30184.0,0,0,30184,910,06,06910
340,CA,CA1910255,SANTA CLARITA VALLEY W.A.-TESORO DIV.,Medium,1168,0,0.0,0,0,1168.0,0,0,1168,910,06,06910
341,CA,CA1910303,ANTELOPE VALLEY POPPY RESERVE STATE PARK,Medium,3,0,0.0,0,0,3.0,0,0,3,910,06,06910
342,CA,CA2000526,PIKE RANCH MUTUAL WATER CO,Small,19,0,0.0,0,0,0.0,0,19,19,000,06,06000
343,CA,CA2000544,MADERA CO MD1-HIDDEN LAKE ESTATES,Small,49,0,0.0,0,0,0.0,0,49,49,000,06,06000
344,CA,CA2000690,MD 73 QUARTZ MOUNTAIN,Small,127,0,0.0,0,0,127.0,0,0,127,000,06,06000
345,CA,CA2000729,MADERA CO SA16 SUMNER HILL-WATER SYSTEM,Small,42,0,0.0,0,0,42.0,0,0,42,000,06,06000
346,CA,CA2000865,MD 58 SIERRA HIGHLANDS,Small,26,0,0.0,0,0,26.0,0,0,26,000,06,06000
347,CA,CA2010002,CITY OF MADERA,Medium,14202,0,0.0,0,0,14202.0,0,0,14202,010,06,06010
348,CA,CA2010017,"TESORO VIEJO MASTER MWC, INC.",Small,210,0,0.0,0,0,0.0,0,210,210,010,06,06010
349,CA,CA2110002,MARIN MUNICIPAL WATER DISTRICT,Large,64275,0,0.0,784,0,63287.0,204,0,64275,110,06,06110
350,CA,CA2300819,IRVINE LODGE REST STOP,Small,1,0,0.0,0,0,0.0,1,0,1,300,06,06300
351,CA,CA2410002,CITY OF DOS PALOS,Medium,2559,0,0.0,0,0,2521.0,38,0,2559,410,06,06410
352,CA,CA2701221,WASHINGTON  SCHOOL WS,Small,2,0,0.0,0,0,0.0,0,2,2,701,06,06701
353,CA,CA2710004,CAL AM WATER COMPANY - MONTEREY,Medium,37706,0,0.0,0,2144,35562.0,0,0,37706,710,06,06710
354,CA,CA2710010,CWSC SALINAS,Large,24712,0,0.0,0,0,24712.0,0,0,24712,710,06,06710
355,CA,CA2810003,"NAPA, CITY OF",Large,25264,0,0.0,0,0,25264.0,0,0,25264,810,06,06810
356,CA,CA3010001,CITY OF ANAHEIM,Large,62033,0,0.0,0,105,61928.0,0,0,62033,010,06,06010
357,CA,CA3010004,MESA  WATER DISTRICT,Large,24194,0,0.0,0,0,24194.0,0,0,24194,010,06,06010
358,CA,CA3010010,CITY OF FULLERTON,Large,31838,0,0.0,0,0,31838.0,0,0,31838,010,06,06010
359,CA,CA3010022,GOLDEN STATE WC - WEST ORANGE,Large,27834,0,0.0,0,0,27834.0,0,0,27834,010,06,06010
360,CA,CA3010027,CITY OF ORANGE,Large,36508,0,0.0,0,0,36508.0,0,0,36508,010,06,06010
361,CA,CA3010035,GOLDEN STATE WC - PLACENTIA/YORBA LINDA,Medium,12861,0,0.0,0,0,12861.0,0,0,12861,010,06,06010
362,CA,CA3010038,CITY OF SANTA ANA,Large,45025,0,0.0,0,0,0.0,0,45025,45025,010,06,06010
363,CA,CA3010053,CITY OF HUNTINGTON BEACH,Large,55219,0,0.0,0,0,55219.0,0,0,55219,010,06,06010
364,CA,CA3010062,CITY OF GARDEN GROVE,Large,33692,0,0.0,0,0,33692.0,0,0,33692,010,06,06010
365,CA,CA3010071,JOINT REGIONAL WATER SUPPLY SYSTEM,Large,42,0,0.0,0,0,42.0,0,0,42,010,06,06010
366,CA,CA3010073,MOULTON NIGUEL WATER DISTRICT,Large,55154,0,0.0,0,0,55154.0,0,0,55154,010,06,06010
367,CA,CA3010082,SERRANO WATER DISTRICT,Large,2254,0,0.0,0,0,2254.0,0,0,2254,010,06,06010
368,CA,CA3010092,IRVINE RANCH WATER DISTRICT,Large,120837,0,0.0,0,0,120837.0,0,0,120837,010,06,06010
369,CA,CA3010093,EAST ORANGE COUNTY WD - WZ,Large,16,0,0.0,0,0,2.0,14,0,16,010,06,06010
370,CA,CA3010094,TRABUCO CANYON WATER DISTRICT,Large,4077,0,0.0,0,0,4077.0,0,0,4077,010,06,06010
371,CA,CA3010101,SANTA MARGARITA WATER DISTRICT,Large,57550,0,0.0,0,0,57550.0,0,0,57550,010,06,06010
372,CA,CA3110004,CITY OF LINCOLN,Medium,18974,0,0.0,100,0,18874.0,0,0,18974,110,06,06110
373,CA,CA3110008,CITY OF ROSEVILLE,Large,43822,0,0.0,0,0,43822.0,0,0,43822,110,06,06110
374,CA,CA3110025,PLACER CWA - FOOTHILL,Large,26124,0,0.0,0,0,26124.0,0,0,26124,110,06,06110
375,CA,CA3310001,COACHELLA VWD: COVE COMMUNITY,Large,108507,0,0.0,0,0,0.0,0,108507,108507,310,06,06310
376,CA,CA3310009,EASTERN MUNICIPAL WD,Large,162287,0,0.0,0,0,162287.0,0,0,162287,310,06,06310
377,CA,CA3310012,ELSINORE VALLEY MWD,Large,44610,0,0.0,0,0,44610.0,0,0,44610,310,06,06310
378,CA,CA3310021,JURUPA COMMUNITY SD,Large,32550,0,0.0,0,400,32150.0,0,0,32550,310,06,06310
379,CA,CA3310022,LAKE HEMET MWD,Medium,14310,0,0.0,0,0,12496.0,1814,0,14310,310,06,06310
380,CA,CA3310025,"NORCO, CITY OF",Large,7422,0,0.0,0,400,7022.0,0,0,7422,310,06,06310
381,CA,CA3310031,"RIVERSIDE, CITY OF",Large,66033,0,0.0,0,0,66033.0,0,0,66033,310,06,06310
382,CA,CA3310037,"CORONA, CITY OF",Large,43859,0,0.0,0,371,43488.0,0,0,43859,310,06,06310
383,CA,CA3310038,RANCHO CALIFORNIA WATER DISTRICT,Large,44723,0,0.0,0,0,44723.0,0,0,44723,310,06,06310
384,CA,CA3310044,RUBIDOUX COMMUNITY SD,Large,6675,0,0.0,0,0,6675.0,0,0,6675,310,06,06310
385,CA,CA3310049,WESTERN MWD,Large,21181,0,0.0,0,5,21176.0,0,0,21181,310,06,06310
386,CA,CA3310075,WESTERN MWD (ARLINGTON),Large,3,0,0.0,0,0,0.0,0,3,3,310,06,06310
387,CA,CA3310083,CHINO BASIN DESALTER AUTH. - DESALTER 2,Large,4,0,0.0,0,0,0.0,0,4,4,310,06,06310
388,CA,CA3410001,SACRAMENTO SUBURBAN WATER DISTRICT,Large,47020,0,0.0,0,0,46842.0,178,0,47020,410,06,06410
389,CA,CA3410004,CARMICHAEL WATER DISTRICT,Medium,11694,0,0.0,0,0,11694.0,0,0,11694,410,06,06410
390,CA,CA3410006,CITRUS HEIGHTS WATER DISTRICT,Medium,19878,0,0.0,0,0,19878.0,0,0,19878,410,06,06410
391,CA,CA3410010,CALAM - SUBURBAN,Medium,17998,0,0.0,0,71,17927.0,0,0,17998,410,06,06410
392,CA,CA3410014,"FOLSOM, CITY OF - MAIN",Medium,20643,0,0.0,0,590,19094.0,959,0,20643,410,06,06410
393,CA,CA3410020,CITY OF SACRAMENTO MAIN,Large,142794,0,0.0,0,0,113789.0,29005,0,142794,410,06,06410
394,CA,CA3410021,SAN JUAN WATER DISTRICT,Large,10672,0,0.0,0,0,10672.0,0,0,10672,410,06,06410
395,CA,CA3410029,SCWA - LAGUNA/VINEYARD,Large,46564,0,0.0,0,0,46564.0,0,0,46564,410,06,06410
396,CA,CA3410303,PRAIRIE CITY SVRA,Medium,15,0,0.0,0,0,0.0,15,0,15,410,06,06410
397,CA,CA3610004,WEST VALLEY WATER DISTRICT,Large,26777,0,0.0,0,0,26399.0,378,0,26777,610,06,06610
398,CA,CA3610006,WATER FACILITIES AUTHORITY-JPA,Large,7,0,0.0,0,0,7.0,0,0,7,610,06,06610
399,CA,CA3610018,CUCAMONGA VALLEY WATER DISTRICT,Large,48315,0,0.0,0,16748,31567.0,0,0,48315,610,06,06610
400,CA,CA3610019,SAN BERNARDINO VALLEY WD,Large,7,0,0.0,0,0,7.0,0,0,7,610,06,06610
401,CA,CA3610029,MONTE VISTA CWD,Large,11859,0,0.0,0,0,6798.0,5061,0,11859,610,06,06610
402,CA,CA3610034,ONTARIO MUNICIPAL UTILITIES COMPANY,Large,37572,0,0.0,0,29220,8352.0,0,0,37572,610,06,06610
403,CA,CA3610036,"CHINO HILLS, CITY OF",Medium,24428,0,0.0,0,0,22284.0,2144,0,24428,610,06,06610
404,CA,CA3610039,SAN BERNARDINO CITY,Large,44381,0,432.0,0,0,43591.0,358,0,44381,610,06,06610
405,CA,CA3610041,SAN GABRIEL VALLEY WC - FONTANA,Large,47074,0,0.0,0,7163,39911.0,0,0,47074,610,06,06610
406,CA,CA3610050,"UPLAND, CITY OF",Large,19429,0,0.0,0,17653,1776.0,0,0,19429,610,06,06610
407,CA,CA3610052,VICTORVILLE WATER DISTRICT,Large,36673,0,0.0,0,0,36316.0,357,0,36673,610,06,06610
408,CA,CA3610064,EAST VALLEY WATER DISTRICT,Large,24067,0,0.0,0,3639,20428.0,0,0,24067,610,06,06610
409,CA,CA3610075,CHINO BASIN DESALTER AUTH. - DESALTER 1,Large,4,0,0.0,0,0,0.0,0,4,4,610,06,06610
410,CA,CA3610129,MOJAVE WATER AGENCY,Large,4,0,0.0,0,0,0.0,0,4,4,610,06,06610
411,CA,CA3710001,CAL-AM WATER CORONADO,Large,21187,0,0.0,0,0,21187.0,0,0,21187,710,06,06710
412,CA,CA3710002,VALLECITOS WD,Large,22705,0,0.0,0,0,22705.0,0,0,22705,710,06,06710
413,CA,CA3710005,Carlsbad Municipal Water District,Medium,28410,0,0.0,0,0,28410.0,0,0,28410,710,06,06710
414,CA,CA3710006,"ESCONDIDO, CITY OF",Large,26604,0,0.0,0,0,26604.0,0,0,26604,710,06,06710
415,CA,CA3710010,HELIX WATER DISTRICT,Large,56521,0,0.0,0,1,56520.0,0,0,56521,710,06,06710
416,CA,CA3710013,LAKESIDE WD,Large,6955,0,0.0,0,0,6955.0,0,0,6955,710,06,06710
417,CA,CA3710014,"OCEANSIDE, CITY OF",Large,44071,0,0.0,0,0,44071.0,0,0,44071,710,06,06710
418,CA,CA3710016,RAINBOW MUNICIPAL WD,Large,8172,0,0.0,0,0,8172.0,0,0,8172,710,06,06710
419,CA,CA3710018,RINCON DEL DIABLO MWD (ID-1),Large,6971,0,0.0,0,0,6971.0,0,0,6971,710,06,06710
420,CA,CA3710020,"SAN DIEGO, CITY OF",Large,283006,0,0.0,0,3,283003.0,0,0,283006,710,06,06710
421,CA,CA3710025,SWEETWATER AUTHORITY,Large,34003,0,0.0,0,0,34003.0,0,0,34003,710,06,06710
422,CA,CA3710027,VISTA IRRIGATION DISTRICT,Large,27489,0,0.0,0,0,27489.0,0,0,27489,710,06,06710
423,CA,CA3710034,OTAY WATER DISTRICT,Large,49479,0,0.0,0,0,49479.0,0,0,49479,710,06,06710
